text@vs1984f	@vs1984f	124.1	127.78	Это потом уж мы в Блуждающие огни-то переименовались  //
text@vs1984f	@vs1984f	128.295	131.375	А // иии это был московский международный хор  //
text@vs1984f	@vs1984f	132.18	139.12	Международный он не просто так / потому что на самом деле он объединяет /  эээ ммм участников из различных стран  //
text@vs1984f	@vs1984f	139.12	146.45	Туда входят очень-очень много иностранцев / это потрясающе / потому что репетиции проходят одновременно на русском и на английском языке  //
text@vs1984f	@vs1984f	147.87	154.32	Люди общаются между собой / люди пытаются взаимодействовать там как-то / учить свои партии / спеваться //
text@vs1984f	@vs1984f	154.65	159.12	#смеется# Эээ вот и / с эти хором мы даже выступали в Большом зале консерватории  //
text@vs1984f	@vs1984f	166.66	167.13	#смеется# Да  //
text@vs1984f	@vs1984f	168.31	172.59	А главное/ главный / язык / нотная грамота / конечно/ который всем очень помогает  //
text@vs1984f	@vs1984f	174.925	176.59	Ну / да / если его выучить //
text@vs1984f	@vs1984f	186.09	187.2	Ну  //
text@vs1984f	@vs1984f	187.39	190.22	А в качестве кого ещё можно в группу-то сначала прийти?   //
text@vs1984f	@vs1984f	192.99	195.89	Да подожди / нет /  ты на самом деле / не с барабанов же началось  //
text@vs1984f	@vs1984f	195.89	199.24	Но с тобой мы ещё поговорим на другом интервью / как ты попала в группу  //
text@vs1984f	@vs1984f	199.24	202.65	Ладно / ладно / не буду отвечать вопросами на вопрос / #смеется# а то какие-то //
text@vs1984f	@vs1984f	203.25	204.82	#смеется# Да / да / да  //
text@vs1984f	@vs1984f	210.31	211.63	#смеется# Извините!  //
text@vs1984f	@vs1984f	212.54	215.43	Ааа // Это было очень давно  //
text@vs1984f	@vs1984f	215.97	219.67	Мы тогда все вместе учились в педагогическом университете //
text@vs1984f	@vs1984f	219.808	226.74	И /э Диана с Галей / решили собрать группу // потому что они уже давно к тому времени выступали дуэтом / но вот хотелось группу  //
text@vs1984f	@vs1984f	226.939	233.65	И ко мне как-то подходит // эта значит / парочка  //
text@vs1984f	@vs1984f	233.65	240.16	И говорит / слушай // мы знаем/ что ты / умеешь играть на пианино
text@vs1984f	@vs1984f	240.16	243.12	У нас тут организуется группа / айда к нам  //
text@vs1984f	@vs1984f	243.12	245.17	Я такая / ну / пошли  //
text@vs1984f	@vs1984f	245.18	250.47	Правда я играю ну/ не то чтобы хо... Ничего / сказали они/ там и научишься  //
text@vs1984f	@vs1984f	250.47	252.56	Ну и пришлось научиться / знаете  //
text@vs1984f	@vs1984f	259.94	262.62	Наверное // поверить в себя  //
text@vs1984f	@vs1984f	262.62	267.58	Поверить в то / что я это могу сделать / потому что я начала играть очень поздно  //
text@vs1984f	@vs1984f	267.58	274.39	Обычно если ребёнок приходит в музыкальную школу там лет в семь в восемь / ему говорят / Что это вы такого уже ребёнка взрослого привели  //
text@vs1984f	@vs1984f	274.39	277.2	И где вы были/ да / когда ему пять было  //
text@vs1984f	@vs1984f	277.25	279.96	Надо начинать / знаете ли / с молодых ногтей  //
text@vs1984f	@vs1984f	280.36	282.83	А я начала играть / когда мне было пятнадцать //
text@vs1984f	@vs1984f	282.942	288.95	То есть я уже даже не не подростком / можно сказать/ уже там в юношеском возрасте первый раз села за инструмент  //
text@vs1984f	@vs1984f	289.031	298.42	И вот / надо было каким-то образом научиться координировать там свои руки / мысли / ноты / всё вот это  //
text@vs1984f	@vs1984f	298.43	307.25	И поверить в то что я могу научиться владеть инструментом в таком уже / ну / возрасте / когда ещё и плюс учёба / и куча дел / и вот это всё //
text@vs1984f	@vs1984f	307.77	319.44	А / было сложно / но у меня были очень хорошие преподаватели / которые в меня внушали вот эту веру и говорили что / Да ничего/ это только первые десять лет тяжело / а потом нормально  //
text@vs1984f	@vs1984f	319.445	325.35	А мне-то казалось в пятнадцать лет / что / когда мне будет двадцать пять / мне уже ничего не будет нужно от жизни   //
text@vs1984f	@vs1984f	325.36	328.0	Зачем-зачем/ десять лет это так долго  //
text@vs1984f	@vs1984f	328.01	331.21	Вот / ну на самом деле да/ в двадцать пять я ещё продолжала учиться  //
text@dk1980f	@dk1980f	0.06	1.58	Привет/ друзья!  //
text@dk1980f	@dk1980f	1.59	2.96	Меня зовут Дарья  //
text@dk1980f	@dk1980f	2.96	6.24	И мы продолжаем серию интервью с Блуждающими огнями  //
text@dk1980f	@dk1980f	6.25	9.25	И сегодня у меня в гостях директор Виктория  //
text@dk1980f	@dk1980f	10.595	14.105	Расскажи/ пожалуйста/ про свой музыкальный  опыт  //
text@dk1980f	@dk1980f	23.95	26.04	Это как-то// точно? #смеется#
text@dk1980f	@dk1980f	35.756	40.48	#смеется# Мне открылась тайна //
text@dk1980f	@dk1980f	41.78	45.34	А расскажи поподробнее/ чем тебе ещё довелось заниматься  //
text@dk1980f	@dk1980f	54.1	55.23	В хоре?  //
text@dk1980f	@dk1980f	55.35	55.99	И не в одном? //
text@dk1980f	@dk1980f	56.105	59.54	Расскажи/ пожалуйста/ в каких хорах тебе довелось принять участие  //
text@dk1980f	@dk1980f	104.997	107.258	Вот/ лафйхак/ как поехать за границу  //
text@dk1980f	@dk1980f	107.38	108.66	Идёте в хор  //
text@dk1980f	@dk1980f	109.69	111.99	Вот/ вот/ вот так вот/ учитесь/ ребята  //
text@dk1980f	@dk1980f	159.05	159.68	Круто  //
text@dk1980f	@dk1980f	159.85	166.93	То есть представьте себе значит / приходишь / тут на английском / тут на русском / там на французском / и кроме всех этих языков ещё язык жестов  изучаешь  //
text@dk1980f	@dk1980f	167.13	168.96	Вот / кому надо / пожалуйста / вот
text@dk1980f	@dk1980f	172.19	175.01	Как это говорят / это этот язык / который понятен всем  //
text@dk1980f	@dk1980f	177.48	185.1	А расскажи / как так сложилось / что ты попала в группу / и не просто в группу / а сразу на клавишах стала там играть?  //
text@dk1980f	@dk1980f	190.37	192.76	Ну / не знаю / вот я например барабанщиком  //
text@dk1980f	@dk1980f	202.49	204.15	Это директор / видите  //
text@dk1980f	@dk1980f	204.15	207.93	#нрзб# директор // #нрзб# десять / я не хочу / надо  //
text@dk1980f	@dk1980f	207.94	209.37	Вот так и живём //
text@dk1980f	@dk1980f	252.59	257.34	А скажи пожалуйста / что тебе было самым сложным / когда ты осваивала пианино?  //
text@dk1980f	@dk1980f	274.53	275.725	#нрзб#
words@vs1984f	@vs1984f	9.655	9.93	Привет
words@vs1984f	@vs1984f	9.93	10.205	/
words@vs1984f	@vs1984f	10.205	10.48	/
words@vs1984f	@vs1984f	15.19	15.44	Ммм
words@vs1984f	@vs1984f	15.44	15.69	/
words@vs1984f	@vs1984f	15.69	15.94	/
words@vs1984f	@vs1984f	15.94	16.233	Я
words@vs1984f	@vs1984f	16.233	16.526	играю
words@vs1984f	@vs1984f	16.526	16.819	на
words@vs1984f	@vs1984f	16.819	17.112	клавишах
words@vs1984f	@vs1984f	17.112	17.405	/
words@vs1984f	@vs1984f	17.405	17.7	/
words@vs1984f	@vs1984f	17.96	18.198	И
words@vs1984f	@vs1984f	18.198	18.436	несколько
words@vs1984f	@vs1984f	18.436	18.674	лет
words@vs1984f	@vs1984f	18.674	18.912	подряд
words@vs1984f	@vs1984f	18.912	19.15	играла
words@vs1984f	@vs1984f	19.15	19.388	на
words@vs1984f	@vs1984f	19.388	19.626	клавишах
words@vs1984f	@vs1984f	19.626	19.864	в
words@vs1984f	@vs1984f	19.864	20.102	группе
words@vs1984f	@vs1984f	20.102	20.34	Блуждающие
words@vs1984f	@vs1984f	20.34	20.578	огни
words@vs1984f	@vs1984f	20.578	20.816	/
words@vs1984f	@vs1984f	20.816	21.054	ну
words@vs1984f	@vs1984f	21.054	21.292	/
words@vs1984f	@vs1984f	21.292	21.53	если
words@vs1984f	@vs1984f	21.53	21.768	ты
words@vs1984f	@vs1984f	21.768	22.006	/
words@vs1984f	@vs1984f	22.006	22.244	конечно
words@vs1984f	@vs1984f	22.244	22.482	/
words@vs1984f	@vs1984f	22.482	22.72	не
words@vs1984f	@vs1984f	22.72	22.958	заметила
words@vs1984f	@vs1984f	22.958	23.196	/
words@vs1984f	@vs1984f	23.196	23.44	/
words@vs1984f	@vs1984f	26.43	26.537	Ну
words@vs1984f	@vs1984f	26.537	26.644	да
words@vs1984f	@vs1984f	26.644	26.751	/
words@vs1984f	@vs1984f	26.751	26.86	/
words@vs1984f	@vs1984f	26.86	27.081	Я
words@vs1984f	@vs1984f	27.081	27.302	понимаю
words@vs1984f	@vs1984f	27.302	27.523	/
words@vs1984f	@vs1984f	27.523	27.744	конечно
words@vs1984f	@vs1984f	27.744	27.965	/
words@vs1984f	@vs1984f	27.965	28.186	за
words@vs1984f	@vs1984f	28.186	28.407	барабанной
words@vs1984f	@vs1984f	28.407	28.628	установкой
words@vs1984f	@vs1984f	28.628	28.849	там
words@vs1984f	@vs1984f	28.849	29.07	может
words@vs1984f	@vs1984f	29.07	29.291	быть
words@vs1984f	@vs1984f	29.291	29.512	что-то
words@vs1984f	@vs1984f	29.512	29.733	не
words@vs1984f	@vs1984f	29.733	29.954	видно
words@vs1984f	@vs1984f	29.954	30.175	/
words@vs1984f	@vs1984f	30.175	30.396	/
words@vs1984f	@vs1984f	30.396	30.617	и
words@vs1984f	@vs1984f	30.617	30.838	спины
words@vs1984f	@vs1984f	30.838	31.059	какие-то
words@vs1984f	@vs1984f	31.059	31.28	впереди
words@vs1984f	@vs1984f	31.28	31.501	на
words@vs1984f	@vs1984f	31.501	31.722	сцене
words@vs1984f	@vs1984f	31.722	31.943	стоят
words@vs1984f	@vs1984f	31.943	32.164	/
words@vs1984f	@vs1984f	32.164	32.39	/
words@vs1984f	@vs1984f	32.39	32.546	Ну
words@vs1984f	@vs1984f	32.546	32.702	так
words@vs1984f	@vs1984f	32.702	32.858	вот
words@vs1984f	@vs1984f	32.858	33.014	/
words@vs1984f	@vs1984f	33.014	33.17	/
words@vs1984f	@vs1984f	33.172	33.433	Рассказываю
words@vs1984f	@vs1984f	33.433	33.694	/
words@vs1984f	@vs1984f	33.694	33.955	страшная
words@vs1984f	@vs1984f	33.955	34.216	тайна
words@vs1984f	@vs1984f	34.216	34.477	/
words@vs1984f	@vs1984f	34.477	34.738	одна
words@vs1984f	@vs1984f	34.738	34.999	из
words@vs1984f	@vs1984f	34.999	35.26	этих
words@vs1984f	@vs1984f	35.26	35.521	спин
words@vs1984f	@vs1984f	35.521	35.782	/
words@vs1984f	@vs1984f	35.782	36.043	была
words@vs1984f	@vs1984f	36.043	36.304	моя
words@vs1984f	@vs1984f	36.304	36.565	все
words@vs1984f	@vs1984f	36.565	36.826	эти
words@vs1984f	@vs1984f	36.826	37.087	годы
words@vs1984f	@vs1984f	37.087	37.348	/
words@vs1984f	@vs1984f	37.348	37.61	/
words@vs1984f	@vs1984f	45.39	45.696	Ну
words@vs1984f	@vs1984f	45.696	46.002	кроме
words@vs1984f	@vs1984f	46.002	46.308	этого
words@vs1984f	@vs1984f	46.308	46.614	я
words@vs1984f	@vs1984f	46.614	46.92	ещё
words@vs1984f	@vs1984f	46.92	47.226	иногда
words@vs1984f	@vs1984f	47.226	47.532	помогала
words@vs1984f	@vs1984f	47.532	47.838	петь
words@vs1984f	@vs1984f	47.838	48.144	быт...
words@vs1984f	@vs1984f	48.144	48.45	петь
words@vs1984f	@vs1984f	48.45	48.756	бэк-вокал
words@vs1984f	@vs1984f	48.756	49.062	в
words@vs1984f	@vs1984f	49.062	49.368	некоторых
words@vs1984f	@vs1984f	49.368	49.674	песнях
words@vs1984f	@vs1984f	49.674	49.98	/
words@vs1984f	@vs1984f	49.98	50.286	/
words@vs1984f	@vs1984f	50.286	50.592	а
words@vs1984f	@vs1984f	50.592	50.898	помимо
words@vs1984f	@vs1984f	50.898	51.204	этого
words@vs1984f	@vs1984f	51.204	51.51	/
words@vs1984f	@vs1984f	51.51	51.816	я
words@vs1984f	@vs1984f	51.816	52.122	ещё
words@vs1984f	@vs1984f	52.122	52.428	пела
words@vs1984f	@vs1984f	52.428	52.734	в
words@vs1984f	@vs1984f	52.734	53.04	хоре
words@vs1984f	@vs1984f	53.04	53.346	/
words@vs1984f	@vs1984f	53.346	53.67	/
words@vs1984f	@vs1984f	53.67	53.895	Даже
words@vs1984f	@vs1984f	53.895	54.12	не
words@vs1984f	@vs1984f	54.12	54.345	в
words@vs1984f	@vs1984f	54.345	54.57	одном
words@vs1984f	@vs1984f	54.57	54.795	/
words@vs1984f	@vs1984f	54.795	55.02	/
words@vs1984f	@vs1984f	55.63	55.786	Да
words@vs1984f	@vs1984f	55.786	55.942	/
words@vs1984f	@vs1984f	55.942	56.1	/
words@vs1984f	@vs1984f	59.94	60.209	Первый
words@vs1984f	@vs1984f	60.209	60.478	хор
words@vs1984f	@vs1984f	60.478	60.747	/
words@vs1984f	@vs1984f	60.747	61.016	это
words@vs1984f	@vs1984f	61.016	61.285	было
words@vs1984f	@vs1984f	61.285	61.554	/
words@vs1984f	@vs1984f	61.554	61.823	/
words@vs1984f	@vs1984f	61.823	62.092	когда
words@vs1984f	@vs1984f	62.092	62.361	я
words@vs1984f	@vs1984f	62.361	62.63	только
words@vs1984f	@vs1984f	62.63	62.899	начала
words@vs1984f	@vs1984f	62.899	63.168	заниматься
words@vs1984f	@vs1984f	63.168	63.437	музыкой
words@vs1984f	@vs1984f	63.437	63.706	/
words@vs1984f	@vs1984f	63.706	63.975	начала
words@vs1984f	@vs1984f	63.975	64.244	играть
words@vs1984f	@vs1984f	64.244	64.513	на
words@vs1984f	@vs1984f	64.513	64.782	фортепьяно
words@vs1984f	@vs1984f	64.782	65.051	/
words@vs1984f	@vs1984f	65.051	65.32	мне
words@vs1984f	@vs1984f	65.32	65.589	было
words@vs1984f	@vs1984f	65.589	65.858	лет
words@vs1984f	@vs1984f	65.858	66.127	шестнадцать
words@vs1984f	@vs1984f	66.127	66.396	/
words@vs1984f	@vs1984f	66.396	66.665	наверное
words@vs1984f	@vs1984f	66.665	66.934	/
words@vs1984f	@vs1984f	66.934	67.21	/
words@vs1984f	@vs1984f	67.46	67.755	Это
words@vs1984f	@vs1984f	67.755	68.05	был
words@vs1984f	@vs1984f	68.05	68.345	молодёжный
words@vs1984f	@vs1984f	68.345	68.64	женский
words@vs1984f	@vs1984f	68.64	68.935	камерный
words@vs1984f	@vs1984f	68.935	69.23	хор
words@vs1984f	@vs1984f	69.23	69.525	/
words@vs1984f	@vs1984f	69.525	69.82	нас
words@vs1984f	@vs1984f	69.82	70.115	было
words@vs1984f	@vs1984f	70.115	70.41	там
words@vs1984f	@vs1984f	70.41	70.705	немного
words@vs1984f	@vs1984f	70.705	71.0	/
words@vs1984f	@vs1984f	71.0	71.295	человек
words@vs1984f	@vs1984f	71.295	71.59	/
words@vs1984f	@vs1984f	71.59	71.885	наверное
words@vs1984f	@vs1984f	71.885	72.18	/
words@vs1984f	@vs1984f	72.18	72.475	восемнадцать
words@vs1984f	@vs1984f	72.475	72.77	/
words@vs1984f	@vs1984f	72.77	73.07	/
words@vs1984f	@vs1984f	73.85	74.111	Ну
words@vs1984f	@vs1984f	74.111	74.372	для
words@vs1984f	@vs1984f	74.372	74.633	хора
words@vs1984f	@vs1984f	74.633	74.894	это
words@vs1984f	@vs1984f	74.894	75.155	на
words@vs1984f	@vs1984f	75.155	75.416	самом
words@vs1984f	@vs1984f	75.416	75.677	деле
words@vs1984f	@vs1984f	75.677	75.938	немного
words@vs1984f	@vs1984f	75.938	76.199	/
words@vs1984f	@vs1984f	76.199	76.46	потому
words@vs1984f	@vs1984f	76.46	76.721	что
words@vs1984f	@vs1984f	76.721	76.982	щас
words@vs1984f	@vs1984f	76.982	77.243	в
words@vs1984f	@vs1984f	77.243	77.504	хор
words@vs1984f	@vs1984f	77.504	77.765	/
words@vs1984f	@vs1984f	77.765	78.026	в
words@vs1984f	@vs1984f	78.026	78.287	который
words@vs1984f	@vs1984f	78.287	78.548	я
words@vs1984f	@vs1984f	78.548	78.809	буду
words@vs1984f	@vs1984f	78.809	79.07	/
words@vs1984f	@vs1984f	79.07	79.331	эээ
words@vs1984f	@vs1984f	79.331	79.592	/
words@vs1984f	@vs1984f	79.592	79.853	о
words@vs1984f	@vs1984f	79.853	80.114	котором
words@vs1984f	@vs1984f	80.114	80.375	я
words@vs1984f	@vs1984f	80.375	80.636	буду
words@vs1984f	@vs1984f	80.636	80.897	говорить
words@vs1984f	@vs1984f	80.897	81.158	следующим
words@vs1984f	@vs1984f	81.158	81.419	/
words@vs1984f	@vs1984f	81.419	81.68	там
words@vs1984f	@vs1984f	81.68	81.941	человек
words@vs1984f	@vs1984f	81.941	82.202	восемьдесят
words@vs1984f	@vs1984f	82.202	82.463	/
words@vs1984f	@vs1984f	82.463	82.724	наверное
words@vs1984f	@vs1984f	82.724	82.985	/
words@vs1984f	@vs1984f	82.985	83.246	всего
words@vs1984f	@vs1984f	83.246	83.507	было
words@vs1984f	@vs1984f	83.507	83.768	/
words@vs1984f	@vs1984f	83.768	84.029	когда
words@vs1984f	@vs1984f	84.029	84.29	все
words@vs1984f	@vs1984f	84.29	84.551	ходили
words@vs1984f	@vs1984f	84.551	84.812	на
words@vs1984f	@vs1984f	84.812	85.073	репетиции
words@vs1984f	@vs1984f	85.073	85.334	/
words@vs1984f	@vs1984f	85.334	85.595	конечно
words@vs1984f	@vs1984f	85.595	85.856	/
words@vs1984f	@vs1984f	85.856	86.13	/
words@vs1984f	@vs1984f	86.13	86.381	Вот
words@vs1984f	@vs1984f	86.381	86.632	тогда
words@vs1984f	@vs1984f	86.632	86.883	там
words@vs1984f	@vs1984f	86.883	87.134	было
words@vs1984f	@vs1984f	87.134	87.385	человек
words@vs1984f	@vs1984f	87.385	87.636	восемьдесят
words@vs1984f	@vs1984f	87.636	87.887	/
words@vs1984f	@vs1984f	87.887	88.14	/
words@vs1984f	@vs1984f	88.58	88.764	Ну
words@vs1984f	@vs1984f	88.764	88.948	так
words@vs1984f	@vs1984f	88.948	89.132	вот
words@vs1984f	@vs1984f	89.132	89.316	/
words@vs1984f	@vs1984f	89.316	89.5	/
words@vs1984f	@vs1984f	90.075	90.408	В
words@vs1984f	@vs1984f	90.408	90.741	первом
words@vs1984f	@vs1984f	90.741	91.074	хоре
words@vs1984f	@vs1984f	91.074	91.407	/
words@vs1984f	@vs1984f	91.407	91.74	эээ
words@vs1984f	@vs1984f	91.74	92.073	мы
words@vs1984f	@vs1984f	92.073	92.406	эээ
words@vs1984f	@vs1984f	92.406	92.739	/
words@vs1984f	@vs1984f	92.739	93.072	ездили
words@vs1984f	@vs1984f	93.072	93.405	на
words@vs1984f	@vs1984f	93.405	93.738	гастроли
words@vs1984f	@vs1984f	93.738	94.071	даже
words@vs1984f	@vs1984f	94.071	94.404	/
words@vs1984f	@vs1984f	94.404	94.74	/
words@vs1984f	@vs1984f	94.755	95.04	Это
words@vs1984f	@vs1984f	95.04	95.325	было
words@vs1984f	@vs1984f	95.325	95.61	в
words@vs1984f	@vs1984f	95.61	95.895	Чехии
words@vs1984f	@vs1984f	95.895	96.18	/
words@vs1984f	@vs1984f	96.18	96.465	мы
words@vs1984f	@vs1984f	96.465	96.75	принимали
words@vs1984f	@vs1984f	96.75	97.035	участие
words@vs1984f	@vs1984f	97.035	97.32	в
words@vs1984f	@vs1984f	97.32	97.605	международном
words@vs1984f	@vs1984f	97.605	97.89	фестивале
words@vs1984f	@vs1984f	97.89	98.175	/
words@vs1984f	@vs1984f	98.175	98.46	и
words@vs1984f	@vs1984f	98.46	98.745	получили
words@vs1984f	@vs1984f	98.745	99.03	диплом
words@vs1984f	@vs1984f	99.03	99.315	как
words@vs1984f	@vs1984f	99.315	99.6	лучший
words@vs1984f	@vs1984f	99.6	99.885	международый
words@vs1984f	@vs1984f	99.885	100.17	хор
words@vs1984f	@vs1984f	100.17	100.455	/
words@vs1984f	@vs1984f	100.455	100.74	ну
words@vs1984f	@vs1984f	100.74	101.025	потому
words@vs1984f	@vs1984f	101.025	101.31	что
words@vs1984f	@vs1984f	101.31	101.595	международных
words@vs1984f	@vs1984f	101.595	101.88	хоров
words@vs1984f	@vs1984f	101.88	102.165	там
words@vs1984f	@vs1984f	102.165	102.45	было
words@vs1984f	@vs1984f	102.45	102.735	всего
words@vs1984f	@vs1984f	102.735	103.02	мы
words@vs1984f	@vs1984f	103.02	103.305	/
words@vs1984f	@vs1984f	103.305	103.59	по-моему
words@vs1984f	@vs1984f	103.59	103.875	/
words@vs1984f	@vs1984f	103.875	104.16	и
words@vs1984f	@vs1984f	104.16	104.445	ещё
words@vs1984f	@vs1984f	104.445	104.73	один
words@vs1984f	@vs1984f	104.73	105.015	/
words@vs1984f	@vs1984f	105.015	105.31	/
words@vs1984f	@vs1984f	107.9	108.209	И
words@vs1984f	@vs1984f	108.209	108.518	получить
words@vs1984f	@vs1984f	108.518	108.827	международный
words@vs1984f	@vs1984f	108.827	109.136	диплом
words@vs1984f	@vs1984f	109.136	109.445	/
words@vs1984f	@vs1984f	109.445	109.758	/
words@vs1984f	@vs1984f	111.205	111.472	Поездка
words@vs1984f	@vs1984f	111.472	111.739	была
words@vs1984f	@vs1984f	111.739	112.006	/
words@vs1984f	@vs1984f	112.006	112.273	конечно
words@vs1984f	@vs1984f	112.273	112.54	/
words@vs1984f	@vs1984f	112.54	112.807	кстати
words@vs1984f	@vs1984f	112.807	113.074	/
words@vs1984f	@vs1984f	113.074	113.341	очень
words@vs1984f	@vs1984f	113.341	113.608	весёлая
words@vs1984f	@vs1984f	113.608	113.875	/
words@vs1984f	@vs1984f	113.875	114.142	/
words@vs1984f	@vs1984f	114.142	114.409	много
words@vs1984f	@vs1984f	114.409	114.676	воспоминаний
words@vs1984f	@vs1984f	114.676	114.943	осталось
words@vs1984f	@vs1984f	114.943	115.21	/
words@vs1984f	@vs1984f	115.21	115.49	/
words@vs1984f	@vs1984f	116.23	116.583	Вот
words@vs1984f	@vs1984f	116.583	116.936	/
words@vs1984f	@vs1984f	116.936	117.289	а
words@vs1984f	@vs1984f	117.289	117.642	второй
words@vs1984f	@vs1984f	117.642	117.995	хор
words@vs1984f	@vs1984f	117.995	118.348	это
words@vs1984f	@vs1984f	118.348	118.701	было
words@vs1984f	@vs1984f	118.701	119.054	/
words@vs1984f	@vs1984f	119.054	119.407	уже
words@vs1984f	@vs1984f	119.407	119.76	в
words@vs1984f	@vs1984f	119.76	120.113	/
words@vs1984f	@vs1984f	120.113	120.466	бытность
words@vs1984f	@vs1984f	120.466	120.819	мою
words@vs1984f	@vs1984f	120.819	121.172	клавишником
words@vs1984f	@vs1984f	121.172	121.525	Ignis
words@vs1984f	@vs1984f	121.525	121.878	Fatuus
words@vs1984f	@vs1984f	121.878	122.231	/
words@vs1984f	@vs1984f	122.231	122.584	тогда
words@vs1984f	@vs1984f	122.584	122.937	ещё
words@vs1984f	@vs1984f	122.937	123.29	/
words@vs1984f	@vs1984f	123.29	123.66	/
words@vs1984f	@vs1984f	124.1	124.468	Это
words@vs1984f	@vs1984f	124.468	124.836	потом
words@vs1984f	@vs1984f	124.836	125.204	уж
words@vs1984f	@vs1984f	125.204	125.572	мы
words@vs1984f	@vs1984f	125.572	125.94	в
words@vs1984f	@vs1984f	125.94	126.308	Блуждающие
words@vs1984f	@vs1984f	126.308	126.676	огни-то
words@vs1984f	@vs1984f	126.676	127.044	переименовались
words@vs1984f	@vs1984f	127.044	127.412	/
words@vs1984f	@vs1984f	127.412	127.78	/
words@vs1984f	@vs1984f	128.295	128.575	А
words@vs1984f	@vs1984f	128.575	128.855	/
words@vs1984f	@vs1984f	128.855	129.135	/
words@vs1984f	@vs1984f	129.135	129.415	иии
words@vs1984f	@vs1984f	129.415	129.695	это
words@vs1984f	@vs1984f	129.695	129.975	был
words@vs1984f	@vs1984f	129.975	130.255	московский
words@vs1984f	@vs1984f	130.255	130.535	международный
words@vs1984f	@vs1984f	130.535	130.815	хор
words@vs1984f	@vs1984f	130.815	131.095	/
words@vs1984f	@vs1984f	131.095	131.375	/
words@vs1984f	@vs1984f	132.18	132.495	Международный
words@vs1984f	@vs1984f	132.495	132.81	он
words@vs1984f	@vs1984f	132.81	133.125	не
words@vs1984f	@vs1984f	133.125	133.44	просто
words@vs1984f	@vs1984f	133.44	133.755	так
words@vs1984f	@vs1984f	133.755	134.07	/
words@vs1984f	@vs1984f	134.07	134.385	потому
words@vs1984f	@vs1984f	134.385	134.7	что
words@vs1984f	@vs1984f	134.7	135.015	на
words@vs1984f	@vs1984f	135.015	135.33	самом
words@vs1984f	@vs1984f	135.33	135.645	деле
words@vs1984f	@vs1984f	135.645	135.96	он
words@vs1984f	@vs1984f	135.96	136.275	объединяет
words@vs1984f	@vs1984f	136.275	136.59	/
words@vs1984f	@vs1984f	136.59	136.905	эээ
words@vs1984f	@vs1984f	136.905	137.22	ммм
words@vs1984f	@vs1984f	137.22	137.535	участников
words@vs1984f	@vs1984f	137.535	137.85	из
words@vs1984f	@vs1984f	137.85	138.165	различных
words@vs1984f	@vs1984f	138.165	138.48	стран
words@vs1984f	@vs1984f	138.48	138.795	/
words@vs1984f	@vs1984f	138.795	139.12	/
words@vs1984f	@vs1984f	139.12	139.453	Туда
words@vs1984f	@vs1984f	139.453	139.786	входят
words@vs1984f	@vs1984f	139.786	140.119	очень-очень
words@vs1984f	@vs1984f	140.119	140.452	много
words@vs1984f	@vs1984f	140.452	140.785	иностранцев
words@vs1984f	@vs1984f	140.785	141.118	/
words@vs1984f	@vs1984f	141.118	141.451	это
words@vs1984f	@vs1984f	141.451	141.784	потрясающе
